job_id,user,num_gpu,batch_size,submit_time,iterations,model_name,duration,interval,expect_time_list,expect_value_list,best_effort,job_type
0,user0,1,32,0,1514793,deepspeech2,501063,0,595107,10,0,strict
1,user1,1,64,129,3877,inception3,804,0,1105,10,0,strict
2,user2,1,64,1822,385659,deepspeech2,241049,0,339920,10,0,strict
3,user3,1,64,3120,8384,inception3,1739,0,1906,10,0,strict
4,user4,1,64,3385,33388,resnet50,4879,0,3055,10,0,strict
5,user5,1,128,4001,2721,vgg16,1036,0,861,10,0,strict
6,user6,1,128,4538,17072,gpt2,2335,0,3412,10,0,strict
7,user7,2,128,5487,86836,inception3,18637,0,18042,10,0,strict
8,user8,1,64,6886,599131,inception3,124284,0,148589,10,0,strict
9,user9,1,64,6975,2424,deepspeech2,1515,0,1583,10,0,strict
10,user10,16,32,7001,8498,deepspeech2,659,0,454,10,0,strict
11,user11,1,128,8627,4730,vgg16,1802,0,2395,10,0,strict
12,user12,2,128,9137,60835,inception3,13056,0,7028,10,0,strict
13,user13,1,256,10430,5462,vgg16,4158,0,3054,10,0,strict
14,user14,1,256,10432,2669,gpt2,651,0,333,10,0,strict
15,user15,1,64,10962,4861,vgg16,962,0,974,10,0,strict
16,user16,1,128,12113,138046,gpt2,18887,0,24774,10,0,strict
17,user17,4,256,12347,6960,resnet50,1124,0,625,10,0,strict
18,user18,1,128,14961,780518,vgg16,297365,0,369376,10,0,strict
19,user19,1,256,17047,25331,resnet50,13741,0,13492,10,0,strict
20,user20,1,64,17075,14684,deepspeech2,9178,0,11126,10,0,strict
21,user21,1,128,17098,64945,resnet50,17767,0,21394,10,0,strict
22,user22,1,256,17800,135653,gpt2,33107,0,49276,10,0,strict
23,user23,1,64,20319,11349,deepspeech2,7093,0,7343,10,0,strict
24,user24,1,128,20751,9835,vgg16,3747,0,2465,10,0,strict
25,user25,1,128,20971,106966,gpt2,14635,0,9424,10,0,strict
26,user26,4,64,21464,109810,bert,10603,0,13693,10,0,strict
27,user27,1,64,21491,20254,deepspeech2,12659,0,14436,10,0,strict
28,user28,1,256,21716,382094,gpt2,93254,0,106641,10,0,strict
29,user29,4,256,22235,89206,resnet50,14409,0,18130,10,0,strict
30,user30,1,128,22851,8455,vgg16,3221,0,4481,10,0,strict
31,user31,8,128,23090,30446,resnet50,1841,0,1575,10,0,strict
32,user32,1,64,23326,6421,bert,1064,0,1511,10,0,strict
33,user33,1,128,23548,175101,resnet50,47902,0,45868,10,0,strict
34,user34,1,32,24102,167092,deepspeech2,55270,0,53756,10,0,strict
35,user35,8,128,24410,2173750,bert,217500,0,116127,10,0,strict
36,user36,4,256,24430,16651,vgg16,3587,0,2273,10,0,strict
37,user37,1,128,26066,11713,inception3,4571,0,6384,10,0,strict
38,user38,1,128,26797,8989,gpt2,1229,0,1095,10,0,strict
39,user39,1,128,27722,55247,resnet50,15114,0,18601,10,0,strict
40,user40,8,256,27908,6224,vgg16,778,0,874,10,0,strict
41,user41,1,64,32316,1122485,inception3,232849,0,155733,10,0,strict
42,user42,1,256,34086,48276,vgg16,36749,0,37252,10,0,strict
43,user43,1,256,34201,3011,gpt2,735,0,735,10,0,strict
44,user44,1,128,34566,5508,bert,1540,0,2269,10,0,strict
45,user45,1,64,35716,62364,vgg16,12342,0,9399,10,0,strict
46,user46,1,128,36834,26640,gpt2,3644,0,1874,10,0,strict
47,user47,1,128,39314,113247,inception3,44197,0,53291,10,0,strict
48,user48,1,128,39808,32185,inception3,12560,0,8376,10,0,strict
49,user49,8,32,41402,70070,deepspeech2,7138,0,4604,10,0,strict
50,user50,1,128,42401,15329,gpt2,2097,0,1961,10,0,strict
51,user51,8,128,42726,83171,vgg16,6127,0,5711,10,0,strict
52,user52,2,64,43524,191995,resnet50,16217,0,9626,10,0,strict
53,user53,16,64,45451,70057,deepspeech2,7452,0,4441,10,0,strict
54,user54,1,128,47135,10605,gpt2,1451,0,930,10,0,strict
55,user55,1,64,47769,223395,resnet50,32645,0,45040,10,0,strict
56,user56,4,128,48569,73375,resnet50,6537,0,4617,10,0,strict
57,user57,8,64,48601,7702,bert,696,0,560,10,0,strict
58,user58,8,32,48851,314211,deepspeech2,32009,0,19370,10,0,strict
59,user59,1,64,50288,9496,inception3,1969,0,2048,10,0,strict
60,user60,1,64,50769,47011,bert,7795,0,10717,10,0,strict
61,user61,1,32,50940,5813,deepspeech2,1922,0,1110,10,0,strict
62,user62,2,64,51657,8368,deepspeech2,2825,0,2856,10,0,strict
63,user63,1,128,52749,27627,bert,7728,0,6596,10,0,strict
64,user64,1,128,53759,922383,bert,258014,0,310229,10,0,strict
65,user65,1,64,54182,1483932,resnet50,216854,0,176394,10,0,strict
66,user66,2,256,54702,9099,gpt2,1307,0,1575,10,0,strict
67,user67,8,128,55341,19418,inception3,1788,0,2390,10,0,strict
68,user68,1,32,56698,8518,deepspeech2,2817,0,3804,10,0,strict
69,user69,1,32,57360,89108,deepspeech2,29475,0,17176,10,0,strict
70,user70,1,256,57810,3062,vgg16,2331,0,2670,10,0,strict
71,user71,1,64,58415,4982,vgg16,986,0,1309,10,0,strict
72,user72,1,64,58442,280001,bert,46429,0,61913,10,0,strict
73,user73,1,256,58482,3359,vgg16,2557,0,1584,10,0,strict
74,user74,4,64,59576,42685,bert,4121,0,4518,10,0,strict
75,user75,1,32,63253,2206,deepspeech2,729,0,750,10,0,strict
76,user76,1,128,64063,3826,resnet50,1046,0,1378,10,0,strict
77,user77,1,64,64513,27184,vgg16,5379,0,5942,10,0,strict
78,user78,1,256,64681,73426,gpt2,17920,0,10581,10,0,strict
79,user79,1,64,65309,2975021,vgg16,588761,0,339262,10,0,strict
80,user80,4,64,68928,41127,vgg16,2787,0,1680,10,0,strict
81,user81,8,64,70253,34245,deepspeech2,4623,0,4736,10,0,strict
82,user82,1,256,70951,17541,resnet50,9516,0,11325,10,0,strict
83,user83,16,64,72722,13684,deepspeech2,1455,0,1832,10,0,strict
84,user84,1,128,72960,26995,gpt2,3693,0,3516,10,0,strict
85,user85,1,128,73609,1737,inception3,678,0,541,10,0,strict
86,user86,1,128,76351,3219,resnet50,880,0,972,10,0,strict
87,user87,1,128,77127,5039,resnet50,1378,0,925,10,0,strict
88,user88,1,256,77680,1476,vgg16,1124,0,643,10,0,strict
89,user89,1,128,77962,9290,gpt2,1271,0,1052,10,0,strict
90,user90,1,128,78677,7645,inception3,2983,0,4149,10,0,strict
91,user91,1,128,81511,20124,resnet50,5505,0,4144,10,0,strict
92,user92,1,128,81517,36065,vgg16,13740,0,11157,10,0,strict
93,user93,4,128,82894,3920907,gpt2,235259,0,212352,10,0,strict
94,user94,1,128,84440,9215,vgg16,3510,0,5228,10,0,strict
95,user95,8,64,86396,7920,bert,716,0,503,10,0,strict
96,user96,8,128,87610,60831,resnet50,3679,0,2025,10,0,strict
97,user97,1,128,89101,6062,gpt2,829,0,1019,10,0,strict
98,user98,1,256,89759,88289,vgg16,67208,0,68571,10,0,strict
99,user99,1,32,90500,43730,deepspeech2,14465,0,11245,10,0,strict
100,user100,1,128,91000,11922,gpt2,1631,0,1804,10,0,strict
101,user101,1,64,91052,346770,vgg16,68626,0,44370,10,0,strict
102,user102,1,64,92888,10238,deepspeech2,6399,0,4136,10,0,strict
103,user103,1,256,93648,7071,gpt2,1725,0,947,10,0,strict
104,user104,8,128,93849,3621891,gpt2,193646,0,119564,10,0,strict
105,user105,1,256,94481,11689,gpt2,2852,0,3682,10,0,strict
106,user106,1,128,95078,8434,vgg16,3213,0,3712,10,0,strict
107,user107,1,128,95475,11746,inception3,4584,0,6697,10,0,strict
108,user108,1,128,95857,5856,resnet50,1602,0,1870,10,0,strict
109,user109,1,256,96553,62166,gpt2,15172,0,20679,10,0,strict
110,user110,8,64,97433,60287,deepspeech2,8140,0,5352,10,0,strict
111,user111,1,64,98286,20825,inception3,4319,0,3523,10,0,strict
112,user112,1,256,98837,3903,vgg16,2971,0,2001,10,0,strict
113,user113,1,256,98863,9620,gpt2,2348,0,1312,10,0,strict
114,user114,1,64,99097,4616,vgg16,913,0,649,10,0,strict
115,user115,1,128,99273,29672,vgg16,11304,0,14305,10,0,strict
116,user116,1,256,100063,30427,resnet50,16506,0,22150,10,0,strict
117,user117,1,64,101839,3301,vgg16,653,0,839,10,0,strict
118,user118,1,32,103281,26572,deepspeech2,8789,0,4498,10,0,strict
119,user119,1,256,104716,6175,resnet50,3350,0,4609,10,0,strict
120,user120,1,64,106242,19904,resnet50,2908,0,3738,10,0,strict
121,user121,1,256,106507,6223,gpt2,1519,0,1903,10,0,strict
122,user122,1,128,108167,11162,bert,3122,0,1847,10,0,strict
123,user123,1,128,109173,801250,vgg16,305264,0,345178,10,0,strict
124,user124,1,128,109251,872548,inception3,340533,0,401670,10,0,strict
125,user125,1,128,109266,4881,resnet50,1335,0,865,10,0,strict
126,user126,1,128,109279,5372,resnet50,1469,0,1604,10,0,strict
127,user127,1,128,110547,22393,bert,6264,0,4200,10,0,strict
128,user128,1,64,110806,229667,deepspeech2,143549,0,134727,10,0,strict
129,user129,8,256,110910,274293,resnet50,26428,0,15410,10,0,strict
130,user130,1,256,111792,34704,resnet50,18826,0,21314,10,0,strict
131,user131,1,64,112172,17320,resnet50,2531,0,2544,10,0,strict
132,user132,1,32,112237,2442,deepspeech2,807,0,522,10,0,strict
133,user133,1,128,112394,2108815,resnet50,576908,0,840987,10,0,strict
134,user134,1,64,113068,5640,bert,935,0,609,10,0,strict
135,user135,1,32,113234,4037,deepspeech2,1335,0,1517,10,0,strict
136,user136,1,128,113521,46094,gpt2,6306,0,5626,10,0,strict
137,user137,1,128,114640,13104,bert,3665,0,2058,10,0,strict
138,user138,1,64,115186,18732,inception3,3885,0,4905,10,0,strict
139,user139,1,32,115535,780329,deepspeech2,258117,0,145394,10,0,strict
140,user140,1,64,116113,21541,bert,3571,0,3965,10,0,strict
141,user141,1,128,116135,10663,gpt2,1458,0,2171,10,0,strict
142,user142,1,128,116575,244711,vgg16,93231,0,126710,10,0,strict
143,user143,1,128,117066,17711,gpt2,2423,0,3443,10,0,strict
144,user144,1,64,117254,453391,deepspeech2,283383,0,184404,10,0,strict
145,user145,1,64,117357,4998,vgg16,989,0,658,10,0,strict
146,user146,1,32,119428,2007,deepspeech2,664,0,895,10,0,strict
147,user147,1,64,120070,63742,vgg16,12614,0,7701,10,0,strict
148,user148,1,128,120281,12493,bert,3494,0,3075,10,0,strict
149,user149,1,256,121119,9954,gpt2,2429,0,2079,10,0,strict
150,user150,1,32,122648,46091,deepspeech2,15246,0,21811,10,0,strict
151,user151,1,64,122666,14791,inception3,3068,0,3318,10,0,strict
152,user152,1,256,122683,243637,gpt2,59462,0,31316,10,0,strict
153,user153,1,128,122825,15309,vgg16,5832,0,6316,10,0,strict
154,user154,2,128,123967,53037,inception3,11383,0,14702,10,0,strict
155,user155,1,128,124124,13141,inception3,5128,0,7683,10,0,strict
156,user156,2,128,125222,34112,bert,6006,0,6405,10,0,strict
157,user157,1,128,126242,607665,bert,169979,0,160987,10,0,strict
158,user158,1,64,126950,18002,bert,2985,0,1676,10,0,strict
159,user159,1,64,127175,20280,deepspeech2,12676,0,14170,10,0,strict
160,user160,4,256,130516,46660,vgg16,10052,0,9920,10,0,strict
161,user161,1,128,131955,57006,resnet50,15595,0,14323,10,0,strict
162,user162,1,256,132609,6401,vgg16,4873,0,4058,10,0,strict
163,user163,1,256,132836,1650716,gpt2,402875,0,522728,10,0,strict
164,user164,1,128,133777,36687,resnet50,10036,0,13621,10,0,strict
165,user165,1,128,134230,3062,inception3,1195,0,1740,10,0,strict
166,user166,1,256,135001,18620,gpt2,4544,0,3005,10,0,strict
167,user167,2,128,135350,54794,bert,9647,0,10340,10,0,strict
168,user168,1,256,136247,6533,vgg16,4973,0,7014,10,0,strict
169,user169,1,32,136302,4356,deepspeech2,1441,0,1775,10,0,strict
170,user170,1,64,136621,15217,vgg16,3011,0,2173,10,0,strict
171,user171,1,64,139716,85481,vgg16,16916,0,22996,10,0,strict
172,user172,1,64,141592,4149,resnet50,606,0,751,10,0,strict
173,user173,1,64,141921,65208,bert,10812,0,5428,10,0,strict
174,user174,1,128,143681,21342,vgg16,8131,0,5517,10,0,strict
175,user175,1,128,144015,22557,resnet50,6170,0,6435,10,0,strict
176,user176,1,64,146537,9097,bert,1508,0,2029,10,0,strict
177,user177,1,64,147762,3334,vgg16,659,0,864,10,0,strict
178,user178,1,256,148247,10655,vgg16,8111,0,5225,10,0,strict
179,user179,1,64,148509,12812,deepspeech2,8008,0,5807,10,0,strict
180,user180,1,256,148516,4471,resnet50,2425,0,2225,10,0,strict
181,user181,1,256,150415,11960,vgg16,9105,0,10276,10,0,strict
182,user182,8,64,150450,404873,inception3,30231,0,22399,10,0,strict
183,user183,1,32,151990,6778,deepspeech2,2242,0,1640,10,0,strict
184,user184,1,64,154938,11366,resnet50,1661,0,1881,10,0,strict
185,user185,8,128,155698,68024,resnet50,4114,0,5729,10,0,strict
186,user186,4,64,155868,353369,deepspeech2,67272,0,65271,10,0,strict
187,user187,8,256,157688,23323,resnet50,2247,0,2268,10,0,strict
188,user188,1,32,160965,36673,deepspeech2,12130,0,12641,10,0,strict
189,user189,8,64,162061,62446,bert,5646,0,3309,10,0,strict
190,user190,8,64,162701,74513,vgg16,3854,0,4017,10,0,strict
191,user191,1,64,163128,169226,resnet50,24729,0,22586,10,0,strict
192,user192,1,32,163512,164008,deepspeech2,54250,0,44060,10,0,strict
193,user193,2,256,163719,65238,gpt2,9373,0,10513,10,0,strict
