job_id,user,num_gpu,batch_size,submit_time,iterations,model_name,duration,interval,expect_time_list,expect_value_list,best_effort,job_type
0,user0,1,32,0,1514793,deepspeech2,501063,0,633132,10,0,strict
1,user1,1,64,129,3877,inception3,804,0,1085,10,0,strict
2,user2,1,64,1822,385659,deepspeech2,241049,0,225307,10,0,strict
3,user3,1,64,3120,8384,inception3,1739,0,2594,10,0,strict
4,user4,1,64,3385,33388,resnet50,4879,0,7253,10,0,strict
5,user5,1,128,4001,2721,vgg16,1036,0,806,10,0,strict
6,user6,1,128,4538,17072,gpt2,2335,0,2029,10,0,strict
7,user7,2,128,5487,86836,inception3,18637,0,25984,10,0,strict
8,user8,1,64,6886,599131,inception3,124284,0,163447,10,0,strict
9,user9,1,64,6975,2424,deepspeech2,1515,0,1406,10,0,strict
10,user10,16,32,7001,8498,deepspeech2,659,0,622,10,0,strict
11,user11,1,128,8627,4730,vgg16,1802,0,1969,10,0,strict
12,user12,2,128,9137,60835,inception3,13056,0,19302,10,0,strict
13,user13,1,256,10430,5462,vgg16,4158,0,2445,10,0,strict
14,user14,1,256,10432,2669,gpt2,651,0,346,10,0,strict
15,user15,1,64,10962,4861,vgg16,962,0,798,10,0,strict
16,user16,1,128,12113,138046,gpt2,18887,0,21931,10,0,strict
17,user17,4,256,12347,6960,resnet50,1124,0,1009,10,0,strict
18,user18,1,128,14961,780518,vgg16,297365,0,382113,10,0,strict
19,user19,1,256,17047,25331,resnet50,13741,0,12565,10,0,strict
20,user20,1,64,17075,14684,deepspeech2,9178,0,6655,10,0,strict
21,user21,1,128,17098,64945,resnet50,17767,0,12747,10,0,strict
22,user22,1,256,17800,135653,gpt2,33107,0,20338,10,0,strict
23,user23,1,64,20319,11349,deepspeech2,7093,0,6277,10,0,strict
24,user24,1,128,20751,9835,vgg16,3747,0,3892,10,0,strict
25,user25,1,128,20971,106966,gpt2,14635,0,11667,10,0,strict
26,user26,4,64,21464,109810,bert,10603,0,10419,10,0,strict
27,user27,1,64,21491,20254,deepspeech2,12659,0,13823,10,0,strict
28,user28,1,256,21716,382094,gpt2,93254,0,120148,10,0,strict
29,user29,4,256,22235,89206,resnet50,14409,0,10258,10,0,strict
30,user30,1,128,22851,8455,vgg16,3221,0,3599,10,0,strict
31,user31,8,128,23090,30446,resnet50,1841,0,1308,10,0,strict
32,user32,1,64,23326,6421,bert,1064,0,1248,10,0,strict
33,user33,1,128,23548,175101,resnet50,47902,0,50617,10,0,strict
34,user34,1,32,24102,167092,deepspeech2,55270,0,82107,10,0,strict
35,user35,8,128,24410,2173750,bert,217500,0,307118,10,0,strict
36,user36,4,256,24430,16651,vgg16,3587,0,1969,10,0,strict
37,user37,1,128,26066,11713,inception3,4571,0,4861,10,0,strict
38,user38,1,128,26797,8989,gpt2,1229,0,1695,10,0,strict
39,user39,1,128,27722,55247,resnet50,15114,0,8783,10,0,strict
40,user40,8,256,27908,6224,vgg16,778,0,849,10,0,strict
41,user41,1,64,32316,1122485,inception3,232849,0,147937,10,0,strict
42,user42,1,256,34086,48276,vgg16,36749,0,51281,10,0,strict
43,user43,1,256,34201,3011,gpt2,735,0,790,10,0,strict
44,user44,1,128,34566,5508,bert,1540,0,1279,10,0,strict
45,user45,1,64,35716,62364,vgg16,12342,0,17198,10,0,strict
46,user46,1,128,36834,26640,gpt2,3644,0,2443,10,0,strict
47,user47,1,128,39314,113247,inception3,44197,0,60273,10,0,strict
48,user48,1,128,39808,32185,inception3,12560,0,11077,10,0,strict
49,user49,8,32,41402,70070,deepspeech2,7138,0,10268,10,0,strict
50,user50,1,128,42401,15329,gpt2,2097,0,2875,10,0,strict
51,user51,8,128,42726,83171,vgg16,6127,0,6835,10,0,strict
52,user52,2,64,43524,191995,resnet50,16217,0,16621,10,0,strict
53,user53,16,64,45451,70057,deepspeech2,7452,0,8626,10,0,strict
54,user54,1,128,47135,10605,gpt2,1451,0,1765,10,0,strict
55,user55,1,64,47769,223395,resnet50,32645,0,34347,10,0,strict
56,user56,4,128,48569,73375,resnet50,6537,0,5515,10,0,strict
57,user57,8,64,48601,7702,bert,696,0,364,10,0,strict
58,user58,8,32,48851,314211,deepspeech2,32009,0,35399,10,0,strict
59,user59,1,64,50288,9496,inception3,1969,0,1552,10,0,strict
60,user60,1,64,50769,47011,bert,7795,0,9565,10,0,strict
61,user61,1,32,50940,5813,deepspeech2,1922,0,1114,10,0,strict
