job_id,submission_time,num_iteration,model_name,deadline,batch_size,num_gpu,duration
bdd640fb-0667-1ad1-1c80-317fa3b1799d,3715485,3249,deepspeech2,3716178,32,1,1075
23b8c1e9-3924-56de-3eb1-3b9046685257,3717550,48266,inception3,3720405,64,8,3604
bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,3721209,24851,deepspeech2,3729427,64,1,15533
972a8469-1641-9f82-8b9d-2434e465e150,3721260,75043,inception3,3735194,64,1,15567
17fc695a-07a0-ca6e-0822-e8f36c031199,3721263,107427,resnet50,3743323,64,1,15699
9a1de644-815e-f6d1-3b8f-aa1837f8a88b,3721346,41103,vgg16,3733483,128,1,15660
b74d0fb1-32e7-0629-8fad-c1a606cb0fb3,3721372,95051,gpt2,3724099,128,8,5082
6b65a6a4-8b81-48f6-b38a-088ca65ed389,3721372,210919,inception3,3748071,128,8,19432
47378190-96da-1dac-72ff-5d2a386ecbe0,3721433,76344,inception3,3734486,64,1,15837
c241330b-01a9-e71f-de8a-774bcf36d58b,3721556,142399,deepspeech2,3739343,64,8,19227
6c307511-b2b9-437a-28df-6ec4ce4a2bbd,3721556,16069,deepspeech2,3722984,32,8,1637
371ecd7b-27cd-8130-4722-9389571aa876,3721567,263561,vgg16,3750534,128,8,19418
1a2a73ed-562b-0f79-c374-59eef50bea63,3721578,25789,inception3,3724617,128,8,2376
5be6128e-18c2-6797-6142-ea7d17be3111,3724269,5699,vgg16,3729417,256,1,4339
43b7a3a6-9a8d-ca03-580d-7b71d8f56413,3725434,18589,gpt2,3729943,256,1,4537
759cde66-bacf-b3d0-0b1f-9163ce9ff57f,3725453,22799,vgg16,3727778,64,1,4512
ec1b8ca1-f91e-1d4c-1ff4-9b7889463e85,3725473,33204,gpt2,3730897,128,1,4543
4b0dbb41-8d52-88f1-142c-3fe860e7a113,3725498,8348,resnet50,3729648,256,1,4529
e2acf72f-9e57-4f7a-a0ee-89aed453dd32,3725512,12037,vgg16,3731758,128,1,4586
3139d32c-93cd-59bf-5c94-1cf0dc98d2c1,3725718,8457,resnet50,3731516,256,1,4588
a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,3725752,7292,deepspeech2,3730163,64,1,4558
fc377a4c-4a15-544d-c5e7-ce8a3a578a8e,3725812,16964,resnet50,3729316,128,1,4641
ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,3726141,362846,gpt2,3773025,256,4,31716
7412b293-4729-4739-614f-f3d719db3ad0,3726175,161454,deepspeech2,3759942,64,4,30737
29a3b2e9-5d65-a441-d588-42dea2bc372f,3726184,269697,vgg16,3757570,128,4,30926
ab9099a4-35a2-40ae-5af3-05535ec42e08,3726192,519221,gpt2,3761408,128,4,31154
aefcfad8-efc8-9849-b3aa-7efe4458a885,3726227,330686,bert,3771340,64,4,31931
a28defe3-9bf0-0273-1247-6f57a5e5a5ab,3726239,176645,deepspeech2,3757319,64,4,33629
3eabedcb-baa8-0dd4-88bd-64072bcfbe01,3726264,357492,gpt2,3766117,256,4,31248
451b4cf3-6123-fdf7-7656-af7229d4beef,3726405,137064,resnet50,3746670,256,4,22140
b02b61c4-a3d7-0628-ece6-6fa2fd5166e6,3726517,277354,vgg16,3772726,128,4,31804
5304317f-af42-e12f-3838-b3268e944239,3726831,16964,resnet50,3732875,128,1,4641
0e51f30d-c6a7-ee39-c4b0-32ccd7c524a5,3730004,231079,bert,3744644,64,4,22313
ce177b4e-0837-b8a3-d261-a7ab3aa2e4f9,3730108,16701,resnet50,3735454,128,1,4569
10f1bc81-448a-aa9e-66b2-bc5b50c187fc,3730857,8170947,deepspeech2,4531277,32,8,832399
9132b63e-f162-87e4-e9c3-49e03602f8ac,3733274,14707,bert,3738564,128,1,4114
366eb16f-508e-bad7-b7c9-3acfe059a0ee,3733366,5491,vgg16,3737178,256,1,4180
e27a984d-6548-21d0-7fcd-9eb1a7cad415,3733401,10561,inception3,3736191,128,1,4122
24933b83-7577-50a9-a491-f0b2ea1fca65,3733405,31362,gpt2,3739152,128,1,4291
beb79919-3f22-faf8-23be-d01d43cf2fde,3733548,15184,resnet50,3738420,128,1,4154
bf3c4c06-4343-08bc-89fa-6a688fb5d27b,3733772,2668,vgg16,3736382,256,1,2031
956269f0-e5d7-b875-6dad-d6c795a76d79,3737478,4859,inception3,3738024,64,1,1008
ff50bde4-3825-67b8-5cab-cc97663f1c97,3740819,1644,vgg16,3742150,256,1,1252
7e570ddf-8270-50a8-2369-b584ff5e9ff0,3742528,4879,gpt2,3743275,256,1,1191
dc713d96-0c0f-d195-c17a-f08a1745d6d8,3743222,3403,bert,3743925,128,1,952
28f49481-a0a0-4dc4-2720-9bdf1c11f735,3744271,3590288,vgg16,3990524,64,8,185738
98ae4334-6c12-ace8-ae34-0454cac5b68c,3744449,14741,gpt2,3746504,128,1,2017
988c24c9-61b1-cd22-6280-1c4510435a10,3744534,11686,inception3,3747474,128,1,4561
405cacec-8774-09a9-77d2-1e02ff01cf99,3744539,11696,inception3,3749168,128,1,4565
f143262f-dc5c-0eed-8da0-365bf89897b9,3744599,26219,deepspeech2,3751851,32,1,8673
1d53434b-b881-39b9-ae27-0da702f06b90,3744645,36164,gpt2,3751680,128,1,4948
c0398710-8976-e334-e281-7efdae849217,3745177,2522,vgg16,3746146,128,1,961
5715bd6f-a416-1293-c4c2-e2e3444ea7c8,3745428,6473,resnet50,3746341,64,1,946
287d06ca-6f4c-c69a-4b22-d3081c8eaee9,3746451,169158,deepspeech2,3774462,64,8,22840
b8db0672-f42d-47cc-00d4-af5974273ca3,3747419,6439,gpt2,3748313,128,1,881
f8cda88b-436d-76e2-b83c-fe0be037e5ed,3747668,8074,resnet50,3748992,64,1,1180
81f76d1c-2dbc-2134-c30f-f46e8026695f,3748109,246258,resnet50,3773121,128,4,21940
a013ac6e-deda-4e16-1b3d-bd5ce9a1fa6f,3748578,10710,bert,3749466,64,1,1776
81f631d4-a392-31a7-d777-a4774c66e0a8,3749539,6493,deepspeech2,3750975,32,1,2148
5fb8d16c-2720-797d-32eb-d6899be578c7,3749547,9602,inception3,3751234,64,1,1992
f4188f3f-8a14-be62-295b-4715c333e861,3754804,829004,bert,3863715,64,1,137465
