job_id,submit_time,iteration,model_name,ddl,batch_size,num_gpu,duration,best_effort
0,0,1514793,deepspeech2,563689,32,1,501063,1
1,129,3877,inception3,1218,64,1,804,0
2,1822,385659,deepspeech2,195665,64,1,241049,0
3,3120,8384,inception3,4759,64,1,1739,1
4,3385,33388,resnet50,5936,64,1,4879,0
5,4001,2721,vgg16,4664,128,1,1036,0
6,4538,17072,gpt2,6780,128,1,2335,0
7,5487,86836,inception3,33319,128,2,18637,0
8,6886,599131,inception3,106576,64,1,124284,0
9,6975,2424,deepspeech2,8002,64,1,1515,0
10,7001,8498,deepspeech2,7523,32,16,659,0
11,8627,4730,vgg16,9977,128,1,1802,0
12,9137,60835,inception3,23751,128,2,13056,1
13,10430,5462,vgg16,14528,256,1,4158,1
14,10432,2669,gpt2,11364,256,1,651,0
15,10962,4861,vgg16,11972,64,1,962,1
16,12113,138046,gpt2,28280,128,1,18887,0
17,12347,6960,resnet50,13704,256,4,1124,0
18,14961,780518,vgg16,377296,128,1,297365,1
19,17047,25331,resnet50,30174,256,1,13741,0
20,17075,14684,deepspeech2,21883,64,1,9178,1
21,17098,64945,resnet50,42960,128,1,17767,1
22,17800,135653,gpt2,62173,256,1,33107,1
23,20319,11349,deepspeech2,30856,64,1,7093,1
24,20751,9835,vgg16,25866,128,1,3747,1
25,20971,106966,gpt2,31983,128,1,14635,1
26,21464,109810,bert,33110,64,4,10603,0
27,21491,20254,deepspeech2,29972,64,1,12659,1
28,21716,382094,gpt2,122418,256,1,93254,0
29,22235,89206,resnet50,37871,256,4,14409,0
30,22851,8455,vgg16,27253,128,1,3221,0
31,23090,30446,resnet50,25055,128,8,1841,0
32,23326,6421,bert,24791,64,1,1064,1
33,23548,175101,resnet50,64218,128,1,47902,1
34,24102,167092,deepspeech2,90702,32,1,55270,1
35,24410,2173750,bert,274855,128,8,217500,0
36,24430,16651,vgg16,28009,256,4,3587,1
37,26066,11713,inception3,31226,128,1,4571,1
38,26797,8989,gpt2,28263,128,1,1229,1
39,27722,55247,resnet50,45918,128,1,15114,1
40,27908,6224,vgg16,28855,256,8,778,0
41,32316,1122485,inception3,201966,64,1,232849,0
42,34086,48276,vgg16,66184,256,1,36749,0
43,34201,3011,gpt2,34773,256,1,735,1
44,34566,5508,bert,36819,128,1,1540,1
45,35716,62364,vgg16,44068,64,1,12342,0
46,36834,26640,gpt2,42030,128,1,3644,0
47,39314,113247,inception3,83863,128,1,44197,0
48,39808,32185,inception3,55141,128,1,12560,0
49,41402,70070,deepspeech2,49511,32,8,7138,1
50,42401,15329,gpt2,44860,128,1,2097,1
51,42726,83171,vgg16,49701,128,8,6127,0
