job_id,submit_time,iteration,model_name,ddl,batch_size,num_gpu,duration,best_effort
0,0,1514793,deepspeech2,688291,32,1,501063,0
1,129,3877,inception3,926,64,1,804,0
2,1822,385659,deepspeech2,190552,64,1,241049,0
3,3120,8384,inception3,4003,64,1,1739,0
4,3385,33388,resnet50,9669,64,1,4879,0
5,4001,2721,vgg16,4609,128,1,1036,0
6,4538,17072,gpt2,7339,128,1,2335,0
7,5487,86836,inception3,18059,128,2,18637,0
8,6886,599131,inception3,127123,64,1,124284,1
9,6975,2424,deepspeech2,8541,64,1,1515,0
10,7001,8498,deepspeech2,7816,32,16,659,0
11,8627,4730,vgg16,10043,128,1,1802,1
12,9137,60835,inception3,28345,128,2,13056,1
13,10430,5462,vgg16,14798,256,1,4158,0
14,10432,2669,gpt2,11408,256,1,651,0
15,10962,4861,vgg16,12360,64,1,962,0
16,12113,138046,gpt2,39825,128,1,18887,1
17,12347,6960,resnet50,13535,256,4,1124,1
18,14961,780518,vgg16,222046,128,1,297365,0
19,17047,25331,resnet50,30412,256,1,13741,0
20,17075,14684,deepspeech2,22844,64,1,9178,0
21,17098,64945,resnet50,39102,128,1,17767,1
22,17800,135653,gpt2,55698,256,1,33107,0
23,20319,11349,deepspeech2,24912,64,1,7093,0
24,20751,9835,vgg16,24071,128,1,3747,1
25,20971,106966,gpt2,34860,128,1,14635,1
26,21464,109810,bert,30685,64,4,10603,0
27,21491,20254,deepspeech2,31219,64,1,12659,0
28,21716,382094,gpt2,159549,256,1,93254,0
29,22235,89206,resnet50,36206,256,4,14409,0
30,22851,8455,vgg16,25094,128,1,3221,1
31,23090,30446,resnet50,24972,128,8,1841,1
32,23326,6421,bert,24195,64,1,1064,0
33,23548,175101,resnet50,90112,128,1,47902,0
34,24102,167092,deepspeech2,57978,32,1,55270,0
35,24410,2173750,bert,163817,128,8,217500,1
36,24430,16651,vgg16,29306,256,4,3587,0
37,26066,11713,inception3,30129,128,1,4571,0
38,26797,8989,gpt2,27907,128,1,1229,0
39,27722,55247,resnet50,36320,128,1,15114,1
40,27908,6224,vgg16,28329,256,8,778,0
41,32316,1122485,inception3,194283,64,1,232849,1
42,34086,48276,vgg16,66179,256,1,36749,0
43,34201,3011,gpt2,34982,256,1,735,1
44,34566,5508,bert,36667,128,1,1540,0
45,35716,62364,vgg16,51404,64,1,12342,0
46,36834,26640,gpt2,40657,128,1,3644,0
47,39314,113247,inception3,98606,128,1,44197,0
48,39808,32185,inception3,53909,128,1,12560,0
49,41402,70070,deepspeech2,50219,32,8,7138,0
50,42401,15329,gpt2,44084,128,1,2097,1
51,42726,83171,vgg16,51270,128,8,6127,0
52,43524,191995,resnet50,66290,64,2,16217,0
53,45451,70057,deepspeech2,49521,64,16,7452,0
54,47135,10605,gpt2,49138,128,1,1451,0
55,47769,223395,resnet50,66798,64,1,32645,0
56,48569,73375,resnet50,53283,128,4,6537,0
57,48601,7702,bert,49501,64,8,696,1
58,48851,314211,deepspeech2,67496,32,8,32009,0
59,50288,9496,inception3,52589,64,1,1969,0
60,50769,47011,bert,58539,64,1,7795,0
61,50940,5813,deepspeech2,52493,32,1,1922,0
62,51657,8368,deepspeech2,55070,64,2,2825,0
63,52749,27627,bert,57620,128,1,7728,1
64,53759,922383,bert,342035,128,1,258014,1
65,54182,1483932,resnet50,325081,64,1,216854,0
66,54702,9099,gpt2,56371,256,2,1307,0
67,55341,19418,inception3,56827,128,8,1788,0
68,56698,8518,deepspeech2,59250,32,1,2817,0
69,57360,89108,deepspeech2,87086,32,1,29475,1
70,57810,3062,vgg16,61032,256,1,2331,0
71,58415,4982,vgg16,59182,64,1,986,0
72,58442,280001,bert,94751,64,1,46429,0
73,58482,3359,vgg16,60158,256,1,2557,1
74,59576,42685,bert,65120,64,4,4121,1
75,63253,2206,deepspeech2,63763,32,1,729,0
76,64063,3826,resnet50,64596,128,1,1046,0
77,64513,27184,vgg16,69448,64,1,5379,0
78,64681,73426,gpt2,74434,256,1,17920,0
79,65309,2975021,vgg16,779721,64,1,588761,0
80,68928,41127,vgg16,71565,64,4,2787,0
81,70253,34245,deepspeech2,75988,64,8,4623,1
82,70951,17541,resnet50,77618,256,1,9516,1
83,72722,13684,deepspeech2,73462,64,16,1455,0
84,72960,26995,gpt2,77881,128,1,3693,0
85,73609,1737,inception3,74324,128,1,678,1
86,76351,3219,resnet50,77380,128,1,880,0
87,77127,5039,resnet50,78144,128,1,1378,0
88,77680,1476,vgg16,78484,256,1,1124,0
89,77962,9290,gpt2,79213,128,1,1271,0
90,78677,7645,inception3,81050,128,1,2983,0
91,81511,20124,resnet50,88685,128,1,5505,0
92,81517,36065,vgg16,96446,128,1,13740,0
93,82894,3920907,gpt2,306247,128,4,235259,0
94,84440,9215,vgg16,86866,128,1,3510,0
95,86396,7920,bert,87444,64,8,716,0
96,87610,60831,resnet50,90483,128,8,3679,0
97,89101,6062,gpt2,90077,128,1,829,0
98,89759,88289,vgg16,140004,256,1,67208,1
99,90500,43730,deepspeech2,98772,32,1,14465,0
100,91000,11922,gpt2,92085,128,1,1631,0
101,91052,346770,vgg16,135158,64,1,68626,0
102,92888,10238,deepspeech2,99747,64,1,6399,0
103,93648,7071,gpt2,94628,256,1,1725,0
104,93849,3621891,gpt2,218949,128,8,193646,1
105,94481,11689,gpt2,98339,256,1,2852,1
106,95078,8434,vgg16,98444,128,1,3213,1
107,95475,11746,inception3,100102,128,1,4584,0
108,95857,5856,resnet50,97841,128,1,1602,1
109,96553,62166,gpt2,118053,256,1,15172,0
110,97433,60287,deepspeech2,103649,64,8,8140,0
111,98286,20825,inception3,102138,64,1,4319,0
112,98837,3903,vgg16,102913,256,1,2971,1
113,98863,9620,gpt2,100070,256,1,2348,0
114,99097,4616,vgg16,100243,64,1,913,0
115,99273,29672,vgg16,106768,128,1,11304,0
116,100063,30427,resnet50,109680,256,1,16506,0
117,101839,3301,vgg16,102416,64,1,653,0
118,103281,26572,deepspeech2,113353,32,1,8789,0
119,104716,6175,resnet50,107695,256,1,3350,0
120,106242,19904,resnet50,108005,64,1,2908,0
121,106507,6223,gpt2,107809,256,1,1519,0
122,108167,11162,bert,112314,128,1,3122,1
123,109173,801250,vgg16,376091,128,1,305264,0
124,109251,872548,inception3,334697,128,1,340533,0
125,109266,4881,resnet50,110960,128,1,1335,1
126,109279,5372,resnet50,110283,128,1,1469,0
127,110547,22393,bert,118898,128,1,6264,0
128,110806,229667,deepspeech2,206206,64,1,143549,0
129,110910,274293,resnet50,147744,256,8,26428,1
130,111792,34704,resnet50,129377,256,1,18826,0
131,112172,17320,resnet50,114544,64,1,2531,1
132,112237,2442,deepspeech2,112866,32,1,807,1
133,112394,2108815,resnet50,688321,128,1,576908,0
134,113068,5640,bert,114242,64,1,935,1
135,113234,4037,deepspeech2,115199,32,1,1335,0
136,113521,46094,gpt2,119274,128,1,6306,0
137,114640,13104,bert,117255,128,1,3665,0
138,115186,18732,inception3,117812,64,1,3885,0
139,115535,780329,deepspeech2,320447,32,1,258117,0
140,116113,21541,bert,119644,64,1,3571,1
141,116135,10663,gpt2,118062,128,1,1458,0
142,116575,244711,vgg16,180544,128,1,93231,0
143,117066,17711,gpt2,118775,128,1,2423,0
144,117254,453391,deepspeech2,268128,64,1,283383,0
145,117357,4998,vgg16,118380,64,1,989,1
146,119428,2007,deepspeech2,120094,32,1,664,1
147,120070,63742,vgg16,136824,64,1,12614,0
148,120281,12493,bert,124939,128,1,3494,0
149,121119,9954,gpt2,123453,256,1,2429,0
150,122648,46091,deepspeech2,141881,32,1,15246,1
151,122666,14791,inception3,124905,64,1,3068,0
152,122683,243637,gpt2,211610,256,1,59462,0
153,122825,15309,vgg16,131308,128,1,5832,0
154,123967,53037,inception3,138916,128,2,11383,0
155,124124,13141,inception3,131246,128,1,5128,1
156,125222,34112,bert,133707,128,2,6006,0
157,126242,607665,bert,364740,128,1,169979,0
158,126950,18002,bert,131092,64,1,2985,0
159,127175,20280,deepspeech2,142791,64,1,12676,0
160,130516,46660,vgg16,143340,256,4,10052,0
161,131955,57006,resnet50,152045,128,1,15595,0
162,132609,6401,vgg16,135064,256,1,4873,0
163,132836,1650716,gpt2,641340,256,1,402875,1
164,133777,36687,resnet50,143221,128,1,10036,1
165,134230,3062,inception3,135600,128,1,1195,0
