job_id,submit_time,iteration,model_name,ddl,batch_size,num_gpu,duration,best_effort
0,0,1514793,deepspeech2,738717,32,1,501063,1
1,129,3877,inception3,981,64,1,804,1
2,1822,385659,deepspeech2,141674,64,1,241049,0
3,3120,8384,inception3,5667,64,1,1739,1
4,3385,33388,resnet50,9740,64,1,4879,1
5,4001,2721,vgg16,5322,128,1,1036,1
6,4538,17072,gpt2,7616,128,1,2335,1
7,5487,86836,inception3,15564,128,2,18637,1
8,6886,599131,inception3,91439,64,1,124284,1
9,6975,2424,deepspeech2,8424,64,1,1515,0
10,7001,8498,deepspeech2,7375,32,16,659,1
11,8627,4730,vgg16,10978,128,1,1802,1
12,9137,60835,inception3,18905,128,2,13056,0
13,10430,5462,vgg16,14274,256,1,4158,1
14,10432,2669,gpt2,11386,256,1,651,0
15,10962,4861,vgg16,12208,64,1,962,0
16,12113,138046,gpt2,40013,128,1,18887,1
17,12347,6960,resnet50,12937,256,4,1124,1
18,14961,780518,vgg16,444592,128,1,297365,1
19,17047,25331,resnet50,37359,256,1,13741,0
20,17075,14684,deepspeech2,21761,64,1,9178,0
21,17098,64945,resnet50,41962,128,1,17767,0
22,17800,135653,gpt2,49367,256,1,33107,1
23,20319,11349,deepspeech2,28483,64,1,7093,1
24,20751,9835,vgg16,25360,128,1,3747,1
25,20971,106966,gpt2,40572,128,1,14635,1
26,21464,109810,bert,34892,64,4,10603,1
27,21491,20254,deepspeech2,34307,64,1,12659,1
28,21716,382094,gpt2,111937,256,1,93254,1
29,22235,89206,resnet50,29665,256,4,14409,1
30,22851,8455,vgg16,26945,128,1,3221,0
31,23090,30446,resnet50,24847,128,8,1841,0
32,23326,6421,bert,23941,64,1,1064,1
33,23548,175101,resnet50,49409,128,1,47902,0
34,24102,167092,deepspeech2,84840,32,1,55270,1
35,24410,2173750,bert,268653,128,8,217500,1
36,24430,16651,vgg16,26665,256,4,3587,1
37,26066,11713,inception3,28971,128,1,4571,0
38,26797,8989,gpt2,28079,128,1,1229,1
39,27722,55247,resnet50,41232,128,1,15114,0
40,27908,6224,vgg16,28456,256,8,778,0
41,32316,1122485,inception3,314082,64,1,232849,1
42,34086,48276,vgg16,62218,256,1,36749,0
43,34201,3011,gpt2,35039,256,1,735,1
44,34566,5508,bert,35656,128,1,1540,0
45,35716,62364,vgg16,48649,64,1,12342,0
46,36834,26640,gpt2,41868,128,1,3644,1
