job_id,submit_time,iteration,model_name,ddl,batch_size,num_gpu,duration,best_effort
0,0,1514793,deepspeech2,633132,32,1,501063,1
1,129,3877,inception3,1214,64,1,804,0
2,1822,385659,deepspeech2,227129,64,1,241049,1
3,3120,8384,inception3,5714,64,1,1739,0
4,3385,33388,resnet50,10638,64,1,4879,0
5,4001,2721,vgg16,4807,128,1,1036,0
6,4538,17072,gpt2,6567,128,1,2335,1
7,5487,86836,inception3,31471,128,2,18637,1
8,6886,599131,inception3,170333,64,1,124284,0
9,6975,2424,deepspeech2,8381,64,1,1515,1
10,7001,8498,deepspeech2,7623,32,16,659,0
11,8627,4730,vgg16,10596,128,1,1802,1
12,9137,60835,inception3,28439,128,2,13056,0
13,10430,5462,vgg16,12875,256,1,4158,1
14,10432,2669,gpt2,10778,256,1,651,1
15,10962,4861,vgg16,11760,64,1,962,0
16,12113,138046,gpt2,34044,128,1,18887,0
17,12347,6960,resnet50,13356,256,4,1124,1
18,14961,780518,vgg16,397074,128,1,297365,1
19,17047,25331,resnet50,29612,256,1,13741,0
20,17075,14684,deepspeech2,23730,64,1,9178,0
21,17098,64945,resnet50,29845,128,1,17767,1
22,17800,135653,gpt2,38138,256,1,33107,1
23,20319,11349,deepspeech2,26596,64,1,7093,0
24,20751,9835,vgg16,24643,128,1,3747,0
25,20971,106966,gpt2,32638,128,1,14635,0
26,21464,109810,bert,31883,64,4,10603,0
27,21491,20254,deepspeech2,35314,64,1,12659,0
28,21716,382094,gpt2,141864,256,1,93254,0
29,22235,89206,resnet50,32493,256,4,14409,1
30,22851,8455,vgg16,26450,128,1,3221,1
31,23090,30446,resnet50,24398,128,8,1841,1
32,23326,6421,bert,24574,64,1,1064,0
33,23548,175101,resnet50,74165,128,1,47902,0
34,24102,167092,deepspeech2,106209,32,1,55270,0
35,24410,2173750,bert,331528,128,8,217500,1
36,24430,16651,vgg16,26399,256,4,3587,1
37,26066,11713,inception3,30927,128,1,4571,0
38,26797,8989,gpt2,28492,128,1,1229,1
39,27722,55247,resnet50,36505,128,1,15114,1
40,27908,6224,vgg16,28757,256,8,778,0
41,32316,1122485,inception3,180253,64,1,232849,0
42,34086,48276,vgg16,85367,256,1,36749,0
43,34201,3011,gpt2,34991,256,1,735,1
44,34566,5508,bert,35845,128,1,1540,0
45,35716,62364,vgg16,52914,64,1,12342,0
46,36834,26640,gpt2,39277,128,1,3644,0
47,39314,113247,inception3,99587,128,1,44197,1
48,39808,32185,inception3,50885,128,1,12560,1
49,41402,70070,deepspeech2,51670,32,8,7138,0
50,42401,15329,gpt2,45276,128,1,2097,1
51,42726,83171,vgg16,49561,128,8,6127,1
52,43524,191995,resnet50,60145,64,2,16217,1
53,45451,70057,deepspeech2,54077,64,16,7452,0
54,47135,10605,gpt2,48900,128,1,1451,1
55,47769,223395,resnet50,82116,64,1,32645,0
56,48569,73375,resnet50,54084,128,4,6537,1
57,48601,7702,bert,48965,64,8,696,0
58,48851,314211,deepspeech2,84250,32,8,32009,0
59,50288,9496,inception3,51840,64,1,1969,0
60,50769,47011,bert,60334,64,1,7795,0
61,50940,5813,deepspeech2,52054,32,1,1922,1
62,51657,8368,deepspeech2,55131,64,2,2825,0
63,52749,27627,bert,59371,128,1,7728,0
64,53759,922383,bert,423026,128,1,258014,0
65,54182,1483932,resnet50,343462,64,1,216854,0
66,54702,9099,gpt2,56434,256,2,1307,0
67,55341,19418,inception3,56575,128,8,1788,1
68,56698,8518,deepspeech2,58489,32,1,2817,0
69,57360,89108,deepspeech2,85626,32,1,29475,0
70,57810,3062,vgg16,59266,256,1,2331,0
71,58415,4982,vgg16,59024,64,1,986,0
72,58442,280001,bert,83054,64,1,46429,0
73,58482,3359,vgg16,59858,256,1,2557,0
74,59576,42685,bert,64626,64,4,4121,1
75,63253,2206,deepspeech2,64128,32,1,729,1
76,64063,3826,resnet50,64708,128,1,1046,0
77,64513,27184,vgg16,72572,64,1,5379,1
78,64681,73426,gpt2,90783,256,1,17920,0
79,65309,2975021,vgg16,685083,64,1,588761,1
80,68928,41127,vgg16,72793,64,4,2787,1
81,70253,34245,deepspeech2,76540,64,8,4623,0
